"MODEL","MARKETING_NAME","VENDOR","DISPLAY_HEIGHT","DISPLAY_WIDTH","CAMERA_PIXELS","YEAR_RELEASED","DIAGONAL_SCREEN_SIZE","REACH"
"y600-u20","ascend y600","huawei","854","480","5","2014","5",14819
"lt26i","xperia s","sony ericsson","1280","720","12","2012","4.3",14751
"s920","s920","lenovo","1280","720","8","2013","5.3",14555
"rm-1068","lumia 435","microsoft","800","480","2","2015","4",14497
"rm-825","lumia 820","nokia","800","480","8","2012","4.3",14294
"gt-s6310","galaxy young","samsung","480","320","3.15","2013","3.28",14278
"mt7-l09","ascend mate 7","huawei","1920","1080","13","2014","6",14180
"c570","hotmail phone","lg","960","540","5","2014","4.7",14155
"sunny","sunny","wiko","800","480","5","2016","4",14056
"gt-s5360b","galaxy y","samsung","320","240","2","2013","3",13901
"pf500kl (t00n)","padfone s","asus","1920","1080","13","2014","5",13882
"sm-t819","galaxy tab s2","samsung","1536","2048","8","2016","9.699999999999999",13876
"p7-l10","ascend p7","huawei","1920","1080","13","2014","5",13871
"t06","liquid zest","acer","1280","720","13","2016","5",13864
"bloom","bloom","wiko","800","480","5","2014","3.89",13836
"rm-1096","lumia 640 xl dual sim","microsoft","1280","720","13","2015","5.7",13692
"g500tg (z00yd)","live","asus","1280","720","8","2015","5",13687
"a6020a40","vibe k5","lenovo","1280","720","13","2016","5",13624
"f5122","xperia x","sony","1920","1080","23","2016","5",13594
"iq5","iq5","i-mobile","854","450","NULL","2012","5",13395
"v972","v972 quad core","onda","2048","1536","NULL","2012","9.699999999999999",13394
"7d-501u","mediapad x1","huawei","1920","1200","13","2014","7",13393
"sm-n910f","galaxy note 4","samsung","2560","1440","16","2014","5.7",13364
"h790","nexus 5x","google","1920","1080","12.3","2015","5.2",13316
"sm-g800f","galaxy s5 mini","samsung","1280","720","8","2014","4.5",13311
"s930","s930","lenovo","1280","720","8","2013","6",13289
"d5303","xperia t2 ultra","sony","1280","720","13","2014","6",13236
"p90","p90","lenovo","400","240","NULL","2015","0.97",13219
"gt-p7300","galaxy tab 8.9","samsung","800","1280","NULL","2011","8.880000000000001",13086
"q.3778","q.3778","qilive","800","1280","5","2014","10.1",13038
"pro 4 tab 9.0","pro 4 tab 9.0","piranha","1024","600","2","2016","9",13023
"d2533","xperia c3","sony","1280","720","5","2014","5.5",12933
"gt-s6810p","galaxy fame","samsung","480","320","5","2013","3.5",12894
"ale-l21","p8 lite","huawei","1280","720","13","2015","5",12828
"zc551kl (z01bdc)","zenfone 3 laser","asus","1920","1080","8","2016","5.5",12779
"a500kl (t00p)","zenfone 5","asus","1280","720","8","2014","5",12766
"gt-n8010","galaxy note","samsung","800","1280","0.3","2012","10.1",12630
"r-box","r-box","unknown","NULL","NULL","NULL","2016","NULL",12613
"a500","picasso","acer","800","1280","5","2011","10.1",12527
"r8111","find melody","oppo","480","320","NULL","2012","3.5",12499
"rm-1040","lumia 730","nokia","1280","720","6.7","2014","4.7",12459
"k910l","vibe z","lenovo","1920","1080","13","2013","5.5",12368
"adr6400l","incredible hd","verizon","800","480","8","2011","4.3",12316
"p8max","p8max","huawei","1920","1080","13","2015","6.8",12237
"sm-g530h","galaxy grand prime","samsung","960","540","8","2014","5",12226
"gt-s6310b","galaxy young","samsung","480","320","3.15","2013","3.27",12201
"s500","s500","sami","960","540","NULL","2012","4.3",12122
"rm-1141","lumia 540 dual sim","microsoft","1280","720","8","2015","5",12111
"pe-tl10","honor 6 plus","huawei","1920","1080","8","2014","5.5",12073
"sm-a310f","galaxy a3","samsung","1280","720","13","2015","4.8",11826
"viera tv","viera tv","panasonic","NULL","NULL","NULL","NULL","NULL",11809
"n5116","n1 mini","oppo","1280","720","13","2014","5",11749
"sm-g903f","galaxy s5 neo","samsung","1920","1080","16","2015","5.1",11729
"sm-n9208","galaxy note 5","samsung","2560","1440","16","2015","5.7",11640
"e2353","xperia m4 aqua","sony","1280","720","13","2015","5",11618
"s650","s650","lenovo","960","540","8","2013","4.7",11560
"e5333","xperia c4 duo","sony","1920","1080","13","2015","5.5",11420
"g6-u251","ascend g6","huawei","960","540","8","2014","4.5",11356
"gem-702l","mediapad x2","huawei","1200","1920","13","2015","7",11306
"sm-j500fn","galaxy j5","samsung","1280","720","13","2015","5",11271
"d5503","xperia z1 compact","sony","1280","720","20.7","2014","4.3",11237
"nexus 6p","nexus 6p","google","2560","1440","12.3","2015","5.7",11212
"h502","magna","lg","1280","720","8","2015","5",11103
"redmi note 2","redmi note 2","xiaomi","1920","1080","13","2015","5.5",11092
"a6010","a6010","lenovo","1280","720","8","2015","5",11069
"a0001","one","oneplus","1920","1080","13","2014","5.5",11021
"gt-i9060","galaxy grand neo","samsung","800","480","5","2014","5",10967
"g7-l03","ascend g7","huawei","1280","720","13","2014","5.5",10860
"a3500-hv","a7-50","lenovo","1280","800","5","2014","7",10833
"shv-e210s","galaxy s3 lte","samsung","1280","720","8","2012","4.8",10829
"d2303","xperia m2","sony","960","540","8","2014","4.8",10829
"lt25i","xperia v","sony","1280","720","NULL","2012","4.29",10789
"a56","ninja 2","micromax","480","320","3.15","2012","3.5",10776
"g620s-l02","g620s","huawei","1280","720","8","2014","5",10401
"a390","a390","lenovo","800","480","5","2013","4",10317
"7047d","one touch pop c9 dual","alcatel","960","540","8","2014","5.5",10298
"che2-l12","honor 4x","huawei","1280","720","13","2015","5.5",10284
"fire phone","fire phone","amazon","1280","720","13","2014","4.7",10224
"t620","blade d2","zte","1280","720","8","2015","5",10183
"s1a40","vibe s1","lenovo","1920","1080","13","2015","5",10051
"gt-i9195","galaxy s4 mini","samsung","960","540","8","2013","4.3",10034
"sm-g313ml","galaxy ace 4","samsung","800","480","5","2014","4",10026
"z528/t07","liquid zest 4g","acer","1280","720","8","2016","5",10024
"mt7-tl10","ascend mate 7","huawei","1920","1080","13","2014","6",10002
"z017d","zenfone 3","asus","1920","1080","16","2016","5.2",9794
"s850","s850","lenovo","1280","720","13","2014","5",9769
"highway pure","highway pure","wiko","1280","720","8","2015","4.8",9740
"one max","one max","htc","1920","1080","4","2013","5.9",9713
"a3300","a7-30","lenovo","1024","600","2","2014","7",9580
"a7-30hc","tab 2","lenovo","1024","600","2","2015","7",9576
"k900","k900","lenovo","1920","1080","13","2013","5.5",9566
"mi 4 lte","mi 4 lte","xiaomi","1920","1080","13","2014","5",9510
"lt29i","xperia tx","sony","1280","720","NULL","2012","4.6",9450
"a1-830","iconia a1-830","acer","1024","768","5","2014","7.9",9444
"sm-g900i","galaxy s5","samsung","1920","1080","16","2014","5.1",9366
"sm-g313hz","galaxy ace nxt","samsung","800","480","3.15","2014","4",9341
"sm-t550","galaxy tab a","samsung","1024","768","5","2015","9.699999999999999",9339
"s800","s800","chl","320","240","0.3","2011","2",9299
"iq x pro 2","iq x pro 2","i-mobile","1920","1080","NULL","2015","5.5",9182
"u7015","find way","oppo","960","540","8","2013","4.5",9041
"c6833","xperia z ultra lte","sony","1920","1080","8","2013","6.4",8995
"y600-u151","ascend y600","huawei","854","480","5","2014","5",8952
"one e8 dual sim","one e8 dual sim","htc","1920","1080","13","2014","5",8903
"sm-g130m","galaxy young 2","samsung","480","320","3.15","2014","3.5",8902
"sm-t331","galaxy tab 4 8.0","samsung","1280","800","3.15","2014","8",8876
"gt-s6102","galaxy y duos","samsung","320","240","3.15","2012","3.14",8853
"9800","torch","blackberry","480","360","5","2010","3.28",8838
"p1a42","vibe p1","lenovo","1920","1080","13","2015","5.5",8759
"d5803","xperia z3 compact","sony","1280","720","20.7","2014","4.6",8659
"a700","iconia tab a700","acer","1200","1920","5","2012","10.1",8654
"shv-e330s","galaxy s4 lte-a","samsung","1920","1080","13","2013","5",8645
"sm-g920i","galaxy s6","samsung","2560","1440","16","2015","5.1",8593
"me175cg (k00z)","fonepad 7","asus","800","1280","5","2014","7",8497
"sunset 2","sunset 2","wiko","800","480","2","2015","4",8463
"d5833","xperia z3 compact","sony","1280","720","20.7","2014","4.6",8457
"z380kl (p024)","zenpad 8.0","asus","800","1280","8","2015","8",8349
"h788","aka","lg","1280","720","8","2015","5",8300
"pro","pro","mxq","NULL","NULL","NULL","2015","NULL",8270
"c6903","xperia z1","sony","1920","1080","20.7","2013","5",8129
"gt-i9205","galaxy mega","samsung","1280","720","8","2013","6.3",8081
"x520f","xplay 3s","vivo","2560","1440","13","2014","5.7",7971
"pb1-750m","pb1-750m","lenovo","1280","720","13","2015","6.8",7920
"816g","desire 816g dual sim","htc","1280","720","13","2014","5.5",7894
"browser - os x","browser - os x","opera","NULL","NULL","NULL","NULL","NULL",7833
"iq x pro 3","iq x pro 3","i-mobile","1280","720","NULL","2015","5",7778
"playstation 4","ps 4","sony","NULL","NULL","NULL","2013","NULL",7760
"sm-g925i","galaxy s6 edge","samsung","2560","1440","16","2015","5.1",7758
"sm-j700h","galaxy j7","samsung","1280","720","13","2015","5.5",7755
"y511-u251","y511-u251","huawei","854","480","3","2013","4.5",7745
"sm-a300fu","galaxy a3","samsung","960","540","8","2014","4.5",7638
"gt-i9305","galaxy s3 lte","samsung","1280","720","8","2012","4.8",7615
"c6802","xperia z ultra","sony","1920","1080","8","2013","6.4",7583
"sm-g928f","galaxy s6 edge plus","samsung","2560","1440","16","2015","5.7",7510
"a3000","3","oneplus","1920","1080","16","2016","5",7491
"gt-i8190","galaxy s3 mini","samsung","800","480","5","2012","4",7490
"sm-n910g","galaxy note 4","samsung","2560","1440","16","2014","5.7",7476
"me173x (k00u)","memo pad hd7","asus","1280","800","5","2013","7",7428
"sm-g313h","galaxy ace nxt","samsung","800","480","3.15","2014","4",7424
"rm-937","lumia 1520","nokia","1920","1080","20","2013","6",7414
"e5823","xperia z5 compact","sony","1280","720","23","2015","4.6",7365
"y511-u30","ascend y511-u30","huawei","854","480","3","2013","4.5",7293
"h540","g4 stylus","lg","1280","720","13","2015","5.7",7249
"a3003","3","oneplus","1920","1080","16","2016","5",7237
"xt1635-01","moto z","motorola","1920","1080","16","2016","5.5",7180
"moto g (3rd gen)","moto g (3rd gen)","motorola","1280","720","13","2015","5",7149
"sm-n920i","galaxy note 5 lte-a","samsung","2560","1440","16","2015","5.7",7127
"sm-a500fu","galaxy a5","samsung","1280","720","13","2015","5",7120
"gt-p5210","galaxy tab 3 10.1","samsung","800","1280","3.2","2013","10.13",7120
"mi 3w","mi 3w","xiaomi","1920","1080","13","2013","4.6",7092
"gt-s7500l","galaxy ace plus","samsung","480","320","5","2013","3.65",7061
"t05a","t05a","unknown","768","1024","NULL","2012","9.699999999999999",7016
"htl21","j butterfly","kddi","1920","1080","8","2012","5",6962
"sm-n900s","galaxy note 3 lte-a","samsung","1920","1080","13","2013","5.7",6893
"g730-u27","ascend g730","huawei","960","540","5","2014","5.5",6878
"d618","g2 mini 3g dual sim","lg","960","540","8","2014","4.7",6820
"shv-e210k","galaxy s3 lte","samsung","1280","720","8","2012","4.8",6814
"sf1","sf1","obi worldphone","1920","1080","13","2015","4.97",6801
"shv-e160s","galaxy note","samsung","1280","800","8","2012","5.3",6784
"s960","vibe x","lenovo","1920","1080","13","2013","5",6752
"g730-u10","ascend","huawei","960","540","5","2014","5.5",6747
"one e9+","one e9 plus","htc","2560","1440","20","2015","5.5",6708
"s7-721u","mediapad 7 youth2","huawei","600","1024","3.15","2014","7",6649
"me572cl (k00r)","memo pad 7","asus","800","1280","5","2014","4.72",6505
"a22","mini pc","unknown","800","480","NULL","2013","3.89",6498
"mytouch 3g","mytouch 3g","t-mobile","480","320","3.15","2007","3.2",6476
"omega lite 2","omega lite 2","cherry mobile","854","480","8","2016","5",6466
"gra-ul10","p8 premium version","huawei","1920","1080","13","2015","5.2",6464
"flash plus","one touch flash plus","alcatel","1280","720","13","2015","5.5",6455
"zc451cg (t00p)","zenfone 5","asus","1280","720","8","2014","5",6431
"rm-875","lumia 1020","nokia","1280","768","41","2013","4.5",6409
"x3a40","vibe x3","lenovo","1920","1080","21","2015","5.5",6384
"gt-p1000","galaxy tab","samsung","1024","600","3.15","2010","7",6380
"one e8","one e8","htc","1920","1080","13","2014","5",6349
"6042d","one touch flash","alcatel","1280","720","13","2014","5.5",6326
"t14 3g","t14 3g","oysters","800","1280","2","2013","10.1",6280
"m8ew","one m8 dual sim","htc","1920","1080","13.2","2014","5",6269
"sm-n900k","galaxy note 3","samsung","1920","1080","13","2013","5.7",6252
"gt-i8750","ativ s","samsung","1280","720","8","2012","4.8",6211
"sm-t531","galaxy tab 4 10.1 3g","samsung","800","1280","3.15","2014","10.1",6204
"rm-974","lumia 635","nokia","854","480","5","2014","4.5",6188
"start 1","start 1","nex","800","450","2","2013","4.5",6129
"v490","g pad 8.0","lg","800","1280","5","2014","8",6071
"sm-n900a","galaxy note 3","at&t","1920","1080","13","2013","5.7",6040
"r8113","piano","oppo","800","480","5","2013","4",6003
"gt-i9506","galaxy s4","samsung","1920","1080","13","2013","5",5996
"gt-s7500","galaxy ace plus","samsung","480","320","5","2012","3.6",5975
"vns-l31","p9 lite","huawei","1080","1920","13","2016","5.2",5965
"sm-g9350","galaxy s7 edge","samsung","2560","1440","12.2","2016","5.5",5954
"s660","s660","lenovo","960","540","8","2014","4.7",5923
"mt1-u06","mt1-u06","huawei","1280","720","8","2013","6",5913
"c2105","xperia l","sony","854","480","8","2013","4.3",5871
"sm-n9200","galaxy note 5","samsung","2560","1440","16","2015","5.7",5869
"gt-i9301i","galaxy s3 neo","samsung","1280","720","8","2014","4.8",5849
"mi 4c","mi 4c","xiaomi","1920","1080","13","2015","5",5816
"a660","a660","lenovo","800","480","NULL","2012","4",5813
"gt-p5110","galaxy tab 2","samsung","800","1280","3","2012","10.1",5799
"t00f","zenfone 5","asus","1280","720","8","2014","5",5794
"sgp621","xperia z3 tablet","sony","1920","1200","8","2014","8",5761
"s820","s820","lenovo","1280","720","12","2013","4.7",5745
"l102","l102","unknown","800","480","NULL","2012","3.49",5709
"d325","l70 dual","lg","800","480","5","2014","4.5",5703
"p6-u06","ascend p6","huawei","1280","720","8","2013","4.7",5693
"b6000-hv","yoga tablet 8","lenovo","800","1280","5","2013","8",5624
"m681h","m3 note","meizu","1920","1080","13","2016","5.5",5594
"d6603","xperia z3","sony","1920","1080","20.7","2014","5.2",5577
"one x","one x","htc","1280","720","8","2012","4.7",5567
"g610-u20","ascend g610","huawei","960","540","5","2013","5",5564
"7041d","one touch pop c7","alcatel","854","480","5","2013","5",5551
"liquid z630s","liquid z630s","acer","1280","720","8","2015","5.5",5522
"arnova a80ksc","archos arnova 8","archos","480","800","NULL","2011","8",5514
"z220","liquid z220","acer","800","480","5","2015","4",5499
"a99","a99","celkon","480","320","3.15","2012","4.01",5490
"shv-e160k","galaxy note lte","samsung","1280","800","8","2012","5.3",5489
"n939sc","blad a711","zte","1920","1080","13","2015","5.5",5489
"a850","a850","lenovo","960","540","5","2013","5.5",5488
"z160","liquid z160","acer","800","480","5","2014","4",5460
"desire 826","desire 826","htc","1920","1080","13","2015","5.5",5457
"me372cg (k00e)","fonepad 7","asus","800","1280","2","2013","10.1",5395
"one m9 plus","one m9 plus","htc","2560","1440","20","2015","5.2",5370
"d410","l90","lg","960","540","5","2014","4.7",5355
"c1905","xperia m","sony","854","480","5","2013","4",5326
"gt-s5830","galaxy ace","samsung","480","320","5","2011","3.5",5317
"mi note lte","mi note lte","xiaomi","1920","1080","13","2015","5.7",5256
"d2502","xperia c3 dual","sony","1280","720","8","2014","5.5",5226
"h815","g4","lg","2560","1440","16","2012","5.5",5217
"sm-g900h","galaxy s5","samsung","1920","1080","16","2014","5.1",5176
"blade s6 plus","blade s6 plus","zte","1920","1080","13","2015","5.5",5130
"sm-t530","galaxy tab 4 10.1 lte","samsung","800","1280","3.15","2014","10.1",5072
"superpaquito","superpaquito","imaginarium","768","1024","3","2012","9.699999999999999",5056
"sm-g901f","galaxy s5","samsung","1920","1080","16","2014","5.1",5049
"plk-l01","honor 7","huawei","1920","1080","20","2015","5.2",5045
"c5502","xperia zr","sony","1280","720","13","2013","4.55",5033
"shv-e300s","galaxy s4","samsung","1920","1080","13","2013","5",5007
"wave 4.0","wave 4.0","ipro","800","480","0.3","2014","4",4953
"redmi note 4","redmi note 4","xiaomi","1920","1080","13","2016","5.5",4941
"e5803","xperia z4 ultra","sony","1920","1080","16","2015","6.44",4927
"s860","s860","lenovo","1280","720","8","2014","5.3",4916
"highway signs","highway signs","wiko","1280","720","8","2014","4.7",4907
"sm-j710gn","galaxy j7 (2016)","samsung","1280","720","13","2016","5.5",4870
"sm-t555","galaxy tab a","samsung","768","1024","5","2015","9.699999999999999",4841
"a200","iconia tab a200","acer","800","1280","2","2012","10.1",4812
"p780","p780","lenovo","1280","720","8","2013","5",4803
